t_us,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,roll_deg,pitch_deg,throttle_us,motor_us,m1,m2,m3,m4,mode,rc_roll,rc_pitch,rc_throttle,rc_yaw,rc_age_us,att_sp_roll,att_sp_pitch,att_sp_yaw,rate_sp_roll,rate_sp_pitch,rate_sp_yaw,rate_meas_roll,rate_meas_pitch,rate_meas_yaw,rate_out_roll,rate_out_pitch,rate_out_yaw
32532521,-0.142,-0.048,1.115,-2.06,3.52,-0.61,0.58,-1.48,1260,1260,1301,1239,1255,1245,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.45,-0.58,1.48,0.00,-2.06,3.52,-0.61,-13.45,10.22,-18.33
32536521,-0.099,0.028,1.162,-1.22,2.86,-0.44,0.58,-1.43,1260,1260,1318,1240,1238,1244,0,1500,1500,1260,1500,4294967285,0.00,0.00,1.45,-0.58,1.43,0.00,-1.22,2.86,-0.44,-21.06,19.11,-18.65
32540521,-0.079,0.029,0.914,-1.85,3.61,-0.29,0.58,-1.37,1260,1260,1294,1240,1262,1244,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.45,-0.58,1.37,0.00,-1.85,3.61,-0.29,-9.56,7.84,-18.94
32544521,-0.067,-0.036,0.894,-1.83,4.49,-0.28,0.55,-1.31,1260,1260,1298,1234,1258,1250,0,1500,1500,1260,1500,4294967283,0.00,0.00,1.44,-0.55,1.31,0.00,-1.83,4.49,-0.28,-14.21,6.06,-18.94
32548521,-0.012,-0.026,0.937,-1.57,4.17,-0.18,0.52,-1.26,1260,1260,1310,1240,1248,1242,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.44,-0.52,1.26,0.00,-1.57,4.17,-0.18,-16.04,15.39,-19.12
32552521,-0.045,-0.084,0.923,-2.44,4.74,-0.17,0.47,-1.22,1260,1260,1293,1243,1265,1239,0,1500,1500,1260,1500,4294967285,0.00,0.00,1.45,-0.47,1.22,0.00,-2.44,4.74,-0.17,-6.80,8.10,-19.13
32556521,-0.068,0.010,1.082,-1.15,4.73,-0.30,0.46,-1.15,1260,1260,1314,1230,1242,1254,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.44,-0.46,1.15,0.00,-1.15,4.73,-0.30,-24.29,12.27,-18.86
32560521,-0.059,0.099,1.128,-1.05,4.52,-0.51,0.49,-1.10,1260,1260,1306,1240,1250,1244,0,1500,1500,1260,1500,4294967281,0.00,0.00,1.44,-0.49,1.10,0.00,-1.05,4.52,-0.51,-15.69,13.94,-18.43
32564521,-0.021,0.078,0.910,-1.81,4.94,-0.11,0.53,-1.06,1260,1260,1295,1241,1263,1241,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.44,-0.53,1.06,0.00,-1.81,4.94,-0.11,-8.71,8.93,-19.21
32568521,0.050,0.042,0.932,-1.11,5.65,0.15,0.56,-1.07,1260,1260,1305,1227,1253,1255,0,1500,1500,1260,1500,4294967285,0.00,0.00,1.44,-0.56,1.07,0.00,-1.11,5.65,0.15,-20.21,6.39,-19.74
32572521,0.037,0.007,0.978,-1.54,5.85,0.10,0.54,-1.09,1260,1260,1300,1240,1258,1242,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.44,-0.54,1.09,0.00,-1.54,5.85,0.10,-11.08,10.25,-19.65
32576521,-0.003,-0.073,0.926,-1.94,5.36,0.29,0.49,-1.06,1260,1260,1305,1245,1255,1235,0,1500,1500,1260,1500,4294967283,0.00,0.00,1.44,-0.49,1.06,0.00,-1.94,5.36,0.29,-10.63,15.20,-20.05
32580521,0.006,-0.005,1.037,-0.53,5.76,-0.10,0.45,-1.00,1260,1260,1311,1223,1247,1259,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.44,-0.45,1.00,0.00,-0.53,5.76,-0.10,-25.34,7.99,-19.25
32584521,0.026,0.053,1.191,-0.80,5.84,-0.48,0.50,-0.99,1260,1260,1301,1239,1255,1245,0,1500,1500,1260,1500,4294967285,0.00,0.00,1.44,-0.50,0.99,0.00,-0.80,5.84,-0.48,-13.23,10.53,-18.46
32588521,0.014,0.007,0.969,-1.07,5.09,0.23,0.47,-0.93,1260,1260,1307,1245,1251,1237,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.44,-0.47,0.93,0.00,-1.07,5.09,0.23,-12.44,16.92,-19.91
32592521,0.040,0.033,0.906,-0.65,6.27,0.45,0.50,-0.93,1260,1260,1299,1223,1261,1257,0,1500,1500,1260,1500,4294967283,0.00,0.00,1.44,-0.50,0.93,0.00,-0.65,6.27,0.45,-18.37,1.96,-20.37
32596521,0.006,0.021,1.002,-1.09,6.54,0.32,0.53,-0.88,1260,1260,1298,1236,1262,1244,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.45,-0.53,0.88,0.00,-1.09,6.54,0.32,-11.66,7.96,-20.13
32600521,-0.035,-0.053,0.872,-1.16,5.15,0.41,0.49,-0.83,1260,1260,1314,1248,1246,1232,0,1500,1500,1260,1500,4294967285,0.00,0.00,1.45,-0.49,0.83,0.00,-1.16,5.15,0.41,-13.72,21.56,-20.32
32604521,-0.051,0.005,0.991,-0.23,6.03,-0.08,0.49,-0.76,1260,1260,1304,1222,1254,1260,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.45,-0.49,0.76,0.00,-0.23,6.03,-0.08,-22.33,3.43,-19.34
32608521,-0.028,0.016,1.222,-0.37,6.28,-0.31,0.49,-0.69,1260,1260,1299,1235,1257,1249,0,1500,1500,1260,1500,4294967283,0.00,0.00,1.45,-0.49,0.69,0.00,-0.37,6.28,-0.31,-14.21,7.87,-18.85
32612521,-0.030,-0.052,0.978,-0.61,5.02,0.42,0.45,-0.64,1260,1260,1312,1248,1248,1232,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.45,-0.45,0.64,0.00,-0.61,5.02,0.42,-12.91,20.29,-20.34
32616521,-0.005,0.002,0.946,-0.24,6.03,0.62,0.44,-0.57,1259,1259,1298,1224,1260,1254,0,1500,1500,1259,1500,4294967285,0.00,0.00,1.45,-0.44,0.57,0.00,-0.24,6.03,0.62,-17.88,2.24,-20.78
32620521,-0.013,0.047,0.964,-0.71,6.12,0.33,0.47,-0.53,1259,1259,1299,1237,1259,1241,0,1500,1500,1259,1500,4294967284,0.00,0.00,1.45,-0.47,0.53,0.00,-0.71,6.12,0.33,-11.71,9.07,-20.21
32624521,-0.046,-0.068,0.868,-0.92,4.90,0.24,0.43,-0.48,1260,1260,1311,1247,1249,1233,0,1500,1500,1260,1500,4294967283,0.00,0.00,1.45,-0.43,0.48,0.00,-0.92,4.90,0.24,-12.86,19.69,-20.05
32628521,-0.038,-0.068,1.071,-0.08,5.48,-0.11,0.39,-0.44,1259,1259,1304,1224,1252,1256,0,1500,1500,1259,1500,4294967284,0.00,0.00,1.45,-0.39,0.44,0.00,-0.08,5.48,-0.11,-21.39,5.75,-19.32
32632521,-0.049,0.006,1.246,-0.56,5.40,-0.19,0.39,-0.37,1259,1259,1299,1239,1257,1241,0,1500,1500,1259,1500,4294967285,0.00,0.00,1.45,-0.39,0.37,0.00,-0.56,5.40,-0.19,-11.31,10.46,-19.16
32636521,-0.085,-0.022,1.042,-0.76,4.23,0.34,0.37,-0.31,1259,1259,1311,1245,1247,1233,0,1500,1500,1259,1500,4294967284,0.00,0.00,1.46,-0.37,0.31,0.00,-0.76,4.23,0.34,-13.15,19.47,-20.23
32640521,-0.021,0.018,0.933,-0.55,4.87,0.32,0.39,-0.25,1259,1259,1300,1228,1258,1250,0,1500,1500,1259,1500,4294967283,0.00,0.00,1.46,-0.39,0.25,0.00,-0.55,4.87,0.32,-16.68,5.30,-20.21
32644521,0.010,0.088,0.957,-1.16,4.82,0.16,0.43,-0.23,1259,1259,1298,1240,1258,1240,0,1500,1500,1259,1500,4294967284,0.00,0.00,1.46,-0.43,0.23,0.00,-1.16,4.82,0.16,-10.26,10.77,-19.90
32648521,-0.006,-0.051,0.905,-2.04,4.15,0.12,0.37,-0.21,1259,1259,1299,1249,1257,1231,0,1500,1500,1259,1500,4294967285,0.00,0.00,1.46,-0.37,0.21,0.00,-2.04,4.15,0.12,-6.80,15.88,-19.84
32652521,-0.046,-0.034,1.035,-1.06,4.09,-0.04,0.34,-0.15,1259,1259,1310,1230,1246,1250,0,1500,1500,1259,1500,4294967284,0.00,0.00,1.46,-0.34,0.15,0.00,-1.06,4.09,-0.04,-21.53,11.04,-19.50
32656521,-0.095,0.021,1.222,-1.61,4.05,0.19,0.34,-0.09,1259,1259,1297,1241,1259,1239,0,1500,1500,1259,1500,4294967283,0.00,0.00,1.46,-0.34,0.09,0.00,-1.61,4.05,0.19,-9.96,10.71,-19.99
32660521,-0.118,0.032,1.030,-2.28,3.14,0.62,0.34,-0.04,1260,1260,1305,1249,1255,1231,0,1500,1500,1260,1500,4294967282,0.00,0.00,1.46,-0.34,0.04,0.00,-2.28,3.14,0.62,-8.45,17.95,-20.86
32664521,-0.049,0.094,0.971,-1.30,3.30,0.50,0.38,0.00,1260,1260,1310,1228,1250,1252,0,1500,1500,1260,1500,4294967285,0.00,0.00,1.46,-0.38,-0.00,0.00,-1.30,3.30,0.50,-21.89,9.83,-20.65
32668521,-0.012,0.069,0.988,-2.16,3.55,0.29,0.41,0.02,1260,1260,1296,1242,1264,1238,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.46,-0.41,-0.02,0.00,-2.16,3.55,0.29,-7.40,9.03,-20.26
32672521,-0.006,0.009,0.981,-3.41,2.73,0.53,0.41,0.08,1259,1259,1299,1253,1259,1225,0,1500,1500,1259,1500,4294967283,0.00,0.00,1.47,-0.41,-0.08,0.00,-3.41,2.73,0.53,-3.17,17.33,-20.74
32676521,-0.069,0.048,1.138,-2.19,2.47,0.43,0.43,0.13,1259,1259,1314,1230,1244,1248,0,1500,1500,1259,1500,4294967284,0.00,0.00,1.47,-0.43,-0.13,0.00,-2.19,2.47,0.43,-22.77,13.39,-20.58
32680521,-0.140,0.111,1.239,-2.14,2.18,0.45,0.45,0.17,1260,1260,1307,1239,1253,1241,0,1500,1500,1260,1500,4294967285,0.00,0.00,1.47,-0.45,-0.17,0.00,-2.14,2.18,0.45,-14.08,13.74,-20.63
32684521,-0.148,0.106,1.097,-3.19,1.36,0.90,0.46,0.22,1260,1260,1303,1253,1259,1225,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.47,-0.46,-0.22,0.00,-3.19,1.36,0.90,-4.95,18.36,-21.57
32688521,-0.065,0.124,0.982,-2.00,1.45,0.54,0.49,0.24,1259,1259,1312,1228,1246,1250,0,1500,1500,1259,1500,4294967283,0.00,0.00,1.48,-0.49,-0.24,0.00,-2.00,1.45,0.54,-22.80,11.60,-20.88
32692521,-0.014,0.053,0.972,-2.04,1.56,0.29,0.53,0.26,1260,1260,1304,1238,1256,1242,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.48,-0.53,-0.26,0.00,-2.04,1.56,0.29,-13.62,11.32,-20.39
32696521,-0.057,-0.057,1.020,-3.85,0.84,0.81,0.48,0.29,1260,1260,1297,1257,1265,1221,0,1500,1500,1260,1500,4294967285,0.00,0.00,1.48,-0.48,-0.29,0.00,-3.85,0.84,0.81,1.88,18.00,-21.47
32700521,-0.113,-0.010,1.132,-2.39,0.38,0.59,0.46,0.34,1260,1260,1321,1231,1241,1247,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.48,-0.46,-0.34,0.00,-2.39,0.38,0.59,-24.02,16.25,-21.07
32704521,-0.143,0.048,1.159,-1.33,-0.19,0.26,0.47,0.38,1260,1260,1319,1235,1241,1245,0,1500,1500,1260,1500,4294967283,0.00,0.00,1.48,-0.47,-0.38,0.00,-1.33,-0.19,0.26,-22.08,17.52,-20.42
32708521,-0.183,0.013,1.107,-2.73,-0.85,0.67,0.46,0.42,1260,1260,1301,1255,1261,1223,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.49,-0.46,-0.42,0.00,-2.73,-0.85,0.67,-2.38,18.76,-21.26
32712521,-0.067,-0.018,1.007,-1.66,-0.81,0.41,0.43,0.46,1260,1260,1314,1232,1246,1248,0,1500,1500,1260,1500,4294967285,0.00,0.00,1.49,-0.43,-0.46,0.00,-1.66,-0.81,0.41,-21.53,13.41,-20.77
32716521,-0.023,-0.038,0.940,-0.75,-1.00,-0.04,0.38,0.47,1260,1260,1314,1236,1244,1246,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.49,-0.38,-0.47,0.00,-0.75,-1.00,-0.04,-20.96,15.56,-19.86
32720521,-0.116,-0.061,0.963,-2.20,-1.49,0.34,0.35,0.51,1260,1260,1299,1255,1261,1225,0,1500,1500,1260,1500,4294967283,0.00,0.00,1.49,-0.35,-0.51,0.00,-2.20,-1.49,0.34,-2.06,17.94,-20.65
32724521,-0.092,0.014,1.086,-1.15,-2.17,0.16,0.35,0.54,1260,1260,1320,1238,1240,1242,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.49,-0.35,-0.54,0.00,-1.15,-2.17,0.16,-21.91,19.90,-20.30
32728521,-0.092,0.138,1.108,0.48,-2.97,-0.63,0.39,0.56,1260,1260,1326,1236,1230,1248,0,1500,1500,1260,1500,4294967285,0.00,0.00,1.49,-0.39,-0.56,0.00,0.48,-2.97,-0.63,-27.91,21.71,-18.68
32732521,-0.142,0.112,1.055,-0.19,-3.24,-0.28,0.42,0.58,1260,1260,1306,1248,1252,1234,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.49,-0.42,-0.58,0.00,-0.19,-3.24,-0.28,-10.09,17.83,-19.36
32736521,-0.054,0.018,1.008,-0.00,-2.99,-0.08,0.43,0.61,1260,1260,1308,1238,1250,1244,0,1500,1500,1260,1500,4294967283,0.00,0.00,1.49,-0.43,-0.61,0.00,-0.00,-2.99,-0.08,-16.51,13.65,-19.76
32740521,-0.018,-0.006,0.952,1.41,-3.69,-0.50,0.40,0.62,1260,1260,1325,1237,1231,1247,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.48,-0.40,-0.62,0.00,1.41,-3.69,-0.50,-26.51,21.56,-18.89
32744521,-0.081,-0.048,0.911,1.02,-3.99,-0.35,0.37,0.64,1260,1260,1309,1247,1249,1235,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.48,-0.37,-0.64,0.00,1.02,-3.99,-0.35,-12.69,18.73,-19.18
32748521,-0.058,-0.020,1.083,1.03,-3.73,-0.67,0.35,0.67,1260,1260,1307,1241,1249,1243,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.48,-0.35,-0.67,0.00,1.03,-3.73,-0.67,-15.85,14.29,-18.51
32752521,-0.015,0.117,1.190,2.76,-5.25,-1.19,0.41,0.64,1260,1260,1336,1242,1218,1244,0,1500,1500,1260,1500,4294967283,0.00,0.00,1.47,-0.41,-0.64,0.00,2.76,-5.25,-1.19,-30.69,29.33,-17.42
32756521,-0.036,0.063,1.101,2.83,-5.38,-0.75,0.46,0.64,1260,1260,1314,1242,1242,1242,0,1500,1500,1260,1500,3987,0.00,0.00,1.47,-0.46,-0.64,0.00,2.83,-5.38,-0.75,-18.45,18.90,-18.26
32760521,-0.039,0.059,1.057,2.29,-3.99,-0.62,0.51,0.65,1260,1260,1297,1235,1259,1249,0,1500,1500,1260,1500,7987,0.00,0.00,1.47,-0.51,-0.65,0.00,2.29,-3.99,-0.62,-13.41,6.36,-18.48
32764521,-0.027,0.007,1.009,3.22,-5.62,-0.56,0.52,0.67,1260,1260,1332,1248,1224,1236,0,1500,1500,1260,1500,4294967284,0.00,0.00,1.47,-0.52,-0.67,0.00,3.22,-5.62,-0.56,-24.93,30.27,-18.58
