t_us,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,roll_deg,pitch_deg,throttle_us,motor_us,m1,m2,m3,m4,mode,rc_roll,rc_pitch,rc_throttle,rc_yaw,rc_age_us,att_sp_roll,att_sp_pitch,att_sp_yaw,rate_sp_roll,rate_sp_pitch,rate_sp_yaw,rate_meas_roll,rate_meas_pitch,rate_meas_yaw,rate_out_roll,rate_out_pitch,rate_out_yaw
55044449,0.113,-0.026,1.034,-0.09,-0.03,0.06,-1.35,-6.14,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55048449,0.110,-0.025,1.032,-0.08,-0.04,0.07,-1.39,-6.14,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,4991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55052449,0.110,-0.024,1.027,-0.09,-0.04,0.05,-1.36,-6.10,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55056449,0.108,-0.025,1.024,-0.08,-0.03,0.04,-1.38,-6.07,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55060449,0.106,-0.025,1.023,-0.07,-0.04,0.04,-1.39,-6.03,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55064449,0.106,-0.024,1.024,-0.08,-0.02,0.03,-1.38,-5.98,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55068449,0.105,-0.023,1.028,-0.07,-0.03,0.04,-1.36,-5.94,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,1991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55072449,0.107,-0.024,1.030,-0.06,-0.02,0.04,-1.33,-5.92,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55076449,0.106,-0.022,1.030,-0.06,-0.02,0.05,-1.29,-5.91,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55080449,0.103,-0.021,1.031,-0.05,-0.02,0.06,-1.27,-5.87,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55084449,0.101,-0.021,1.034,-0.04,0.00,0.06,-1.25,-5.83,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55088449,0.099,-0.020,1.037,-0.04,0.00,0.06,-1.24,-5.79,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55092449,0.101,-0.018,1.039,-0.05,0.00,0.07,-1.21,-5.75,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55096449,0.100,-0.015,1.038,-0.04,-0.01,0.09,-1.18,-5.72,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55100449,0.099,-0.016,1.035,-0.02,-0.03,0.08,-1.14,-5.70,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55104449,0.100,-0.017,1.032,-0.04,0.01,0.08,-1.10,-5.67,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,989,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55108449,0.100,-0.018,1.033,-0.02,-0.00,0.08,-1.07,-5.64,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55112449,0.102,-0.019,1.032,-0.01,-0.02,0.07,-1.07,-5.61,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55116449,0.105,-0.020,1.034,-0.02,-0.02,0.05,-1.07,-5.66,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55120449,0.106,-0.022,1.032,0.01,-0.04,0.03,-1.10,-5.70,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,989,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55124449,0.106,-0.024,1.031,-0.02,-0.04,0.04,-1.14,-5.73,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55128449,0.105,-0.025,1.033,-0.02,-0.04,0.05,-1.18,-5.74,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55132449,0.105,-0.024,1.033,-0.02,-0.03,0.04,-1.22,-5.75,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55136449,0.105,-0.021,1.034,-0.04,-0.01,0.03,-1.21,-5.77,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,988,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55140449,0.105,-0.019,1.036,-0.02,-0.03,0.02,-1.17,-5.77,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55144449,0.105,-0.019,1.035,-0.02,-0.04,0.04,-1.12,-5.78,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55148449,0.106,-0.019,1.033,-0.03,-0.04,0.04,-1.09,-5.81,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55152449,0.106,-0.021,1.027,-0.05,-0.03,0.07,-1.10,-5.85,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55156449,0.105,-0.022,1.028,-0.08,-0.05,0.07,-1.15,-5.85,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,989,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55160449,0.105,-0.023,1.032,-0.06,-0.06,0.07,-1.19,-5.84,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55164449,0.105,-0.023,1.033,-0.07,-0.05,0.06,-1.24,-5.83,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,989,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55168449,0.104,-0.022,1.032,-0.06,-0.03,0.06,-1.24,-5.79,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,988,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55172449,0.104,-0.020,1.028,-0.05,-0.02,0.07,-1.20,-5.76,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55176449,0.105,-0.021,1.023,-0.06,-0.02,0.07,-1.17,-5.78,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55180449,0.106,-0.021,1.019,-0.05,-0.01,0.07,-1.18,-5.83,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55184449,0.107,-0.022,1.018,-0.03,-0.01,0.08,-1.19,-5.87,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,989,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55188449,0.106,-0.024,1.020,-0.03,-0.03,0.08,-1.23,-5.90,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55192449,0.105,-0.025,1.024,-0.04,-0.04,0.07,-1.27,-5.90,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55196449,0.105,-0.026,1.027,-0.03,-0.03,0.06,-1.31,-5.88,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55200449,0.105,-0.026,1.027,-0.03,-0.01,0.06,-1.36,-5.87,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,988,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55204449,0.107,-0.026,1.026,-0.06,0.01,0.06,-1.40,-5.89,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55208449,0.109,-0.023,1.026,-0.07,0.01,0.06,-1.38,-5.93,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55212449,0.110,-0.024,1.027,-0.07,-0.01,0.05,-1.36,-5.97,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55216449,0.108,-0.026,1.030,-0.06,-0.02,0.05,-1.38,-6.00,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,989,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55220449,0.106,-0.028,1.030,-0.04,-0.03,0.05,-1.42,-5.98,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55224449,0.104,-0.029,1.030,-0.06,-0.02,0.06,-1.45,-5.95,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55228449,0.103,-0.029,1.031,-0.07,-0.01,0.06,-1.48,-5.91,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55232449,0.103,-0.028,1.035,-0.08,-0.00,0.05,-1.50,-5.87,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,989,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55236449,0.104,-0.027,1.037,-0.08,-0.01,0.05,-1.50,-5.82,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55240449,0.105,-0.025,1.036,-0.07,-0.02,0.04,-1.47,-5.79,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,4992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55244449,0.105,-0.023,1.034,-0.07,-0.03,0.04,-1.43,-5.79,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55248449,0.104,-0.023,1.035,-0.06,-0.00,0.03,-1.38,-5.78,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55252449,0.103,-0.023,1.032,-0.06,0.00,0.04,-1.35,-5.75,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55256449,0.101,-0.024,1.029,-0.06,0.01,0.04,-1.34,-5.71,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55260449,0.102,-0.022,1.026,-0.06,0.00,0.04,-1.31,-5.68,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55264449,0.103,-0.021,1.023,-0.07,0.00,0.04,-1.27,-5.70,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55268449,0.105,-0.021,1.026,-0.09,-0.01,0.04,-1.24,-5.73,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,4294967287,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55272449,0.105,-0.022,1.029,-0.09,-0.01,0.04,-1.22,-5.78,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55276449,0.103,-0.022,1.033,-0.10,-0.03,0.06,-1.21,-5.75,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55280449,0.101,-0.023,1.032,-0.11,-0.03,0.06,-1.22,-5.70,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55284449,0.100,-0.024,1.030,-0.09,-0.02,0.05,-1.25,-5.67,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55288449,0.101,-0.024,1.029,-0.07,-0.00,0.06,-1.28,-5.64,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55292449,0.106,-0.023,1.028,-0.04,0.01,0.08,-1.29,-5.68,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55296449,0.109,-0.021,1.027,-0.03,0.01,0.10,-1.28,-5.72,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55300449,0.111,-0.021,1.029,-0.04,0.01,0.11,-1.27,-5.76,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,989,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55304449,0.113,-0.022,1.028,-0.05,0.01,0.09,-1.26,-5.81,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,989,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55308449,0.112,-0.025,1.027,-0.04,0.02,0.08,-1.27,-5.85,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55312449,0.111,-0.025,1.027,-0.03,0.02,0.07,-1.28,-5.90,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,989,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55316449,0.110,-0.025,1.028,-0.05,0.01,0.05,-1.30,-5.94,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,989,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55320449,0.109,-0.024,1.029,-0.05,-0.00,0.04,-1.31,-5.98,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55324449,0.108,-0.023,1.028,-0.03,0.01,0.03,-1.28,-5.99,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55328449,0.108,-0.023,1.031,-0.05,-0.01,0.04,-1.27,-6.01,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55332449,0.110,-0.024,1.033,-0.05,-0.00,0.07,-1.30,-6.04,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55336449,0.110,-0.026,1.035,-0.04,-0.01,0.07,-1.35,-6.05,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55340449,0.113,-0.028,1.034,-0.04,-0.01,0.06,-1.38,-6.08,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,4991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55344449,0.112,-0.028,1.035,-0.06,-0.02,0.05,-1.42,-6.11,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,8991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55348449,0.110,-0.028,1.033,-0.07,-0.02,0.06,-1.46,-6.11,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55352449,0.107,-0.026,1.031,-0.07,-0.01,0.04,-1.48,-6.07,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55356449,0.107,-0.025,1.030,-0.07,-0.00,0.05,-1.46,-6.03,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,988,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55360449,0.107,-0.025,1.030,-0.06,0.00,0.05,-1.43,-5.99,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55364449,0.108,-0.024,1.031,-0.05,-0.00,0.04,-1.39,-5.98,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,4992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55368449,0.108,-0.024,1.031,-0.04,-0.01,0.03,-1.34,-5.97,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55372449,0.105,-0.026,1.030,-0.03,-0.00,0.06,-1.36,-5.93,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55376449,0.104,-0.027,1.028,-0.01,-0.01,0.07,-1.39,-5.90,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55380449,0.103,-0.027,1.026,-0.01,-0.01,0.08,-1.42,-5.86,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55384449,0.102,-0.026,1.025,-0.03,-0.02,0.07,-1.42,-5.81,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,989,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55388449,0.102,-0.024,1.027,-0.04,-0.01,0.06,-1.41,-5.77,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55392449,0.103,-0.021,1.026,-0.05,0.00,0.06,-1.36,-5.76,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,989,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55396449,0.103,-0.023,1.025,-0.04,0.01,0.05,-1.32,-5.75,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,992,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55400449,0.103,-0.025,1.024,-0.05,0.00,0.04,-1.33,-5.74,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55404449,0.104,-0.027,1.022,-0.05,0.01,0.04,-1.38,-5.75,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55408449,0.106,-0.028,1.023,-0.06,-0.00,0.03,-1.42,-5.77,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,991,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55412449,0.109,-0.029,1.022,-0.07,-0.01,0.03,-1.45,-5.81,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,990,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
55416449,0.109,-0.029,1.022,-0.06,-0.01,0.05,-1.47,-5.85,989,1100,1000,1000,1000,1000,0,1500,1500,989,1500,989,0.00,0.00,0.10,1.32,5.82,0.00,-0.24,-0.17,0.10,29.99,8.70,1.34
